i.no,Model,Brand,Size,Store SI No,Laptop Serial No,PO Numbers,Warranty End - EOL,Age in Months,Cost Center,Admin,Site,Status,Physical Location,Warranty Start Date,Warranty End Date,Warranty End Qtr,Assigned NTID,Emp ID,Employee Full Name,Employee Type,CC,Assigned Dept,New Hire/Replacement/Loner,Assign Date,Issues with Keyboard and Mouse (Y/N),Docking SI.No (Y/N),Remarks,Age Left in Months,Serial No,Assigned To,Location,Warranty Month
223.0,EliteBook 840,Dell,14 inch,ST5105,8136933029749.0,PO769229,2027-06-13,12.0,CC103,admin1,Mumbai,Expired,"7338 Booker Inlet Apt. 452, South Katherine, CA 64920",2024-06-13,2027-06-13,Q2-2027,turnerstephanie,EMP6128,Justin Perez,Contract,CC103,Operations,New Hire,2025-03-09,Y,Y,Force must story seek something parent.,24.0,,,,2027-06
224.0,ThinkPad T14,Lenovo,14 inch,ST1313,980199156330.0,PO954415,2025-09-30,32.0,CC104,admin1,Mumbai,Expired,"484 Joe Estates, Sharonport, IN 74809",2022-10-01,2025-09-30,Q3-2025,crichardson,EMP9957,Johnny Griffin,Intern,CC104,HR,Replacement,2023-06-15,N,N,Each friend alone couple couple student.,4.0,,,,2025-09
225.0,MacBook Pro,Apple,16 inch,ST5497,8824770459347.0,PO205647,2027-03-27,15.0,CC103,admin1,Delhi,Assigned,"2600 Reyes Fields Apt. 916, Lake Trevorstad, IL 94703",2024-03-27,2027-03-27,Q1-2027,sylviadavis,EMP4521,Bryan Torres,Full Time,CC103,IT,Replacement,2024-09-27,Y,N,Recent citizen responsibility side number.,21.0,,,,2027-03
226.0,EliteBook 840,HP,16 inch,ST4150,7095954609433.0,PO981054,2026-10-28,20.0,CC102,admin1,Hyderabad,Active,"034 Kristin Corners Suite 674, North Codychester, WA 20162",2023-10-29,2026-10-28,Q4-2026,srichmond,EMP6765,Courtney Baxter,Contract,CC103,Operations,New Hire,2023-11-04,Y,N,Team federal thank.,16.0,,,,2026-10
227.0,ThinkPad T14,HP,17 inch,ST3903,3504143500689.0,PO416122,2026-08-06,22.0,CC103,admin2,Hyderabad,Active,"310 Davis Road, Paynefort, WI 18086",2023-08-07,2026-08-06,Q3-2026,josephklein,EMP8008,Felicia Miller,Intern,CC104,Finance,Replacement,2023-11-07,N,Y,Seven couple ready house.,14.0,,,,2026-08
228.0,ThinkPad T14,Lenovo,17 inch,ST8495,2712640038906.0,PO356500,2026-01-02,29.0,CC101,admin3,Hyderabad,Returned,"003 Edward Road Suite 090, Lake Louis, MO 04917",2023-01-03,2026-01-02,Q1-2026,smithkathryn,EMP8325,Lisa Thomas,Intern,CC104,IT,New Hire,2023-09-06,Y,Y,Make push wall store.,7.0,,,,2026-01
229.0,EliteBook 840,Apple,15 inch,ST5751,6851583688284.0,PO149820,2025-09-08,33.0,CC103,admin3,Delhi,Assigned,"2885 Rodriguez Causeway, Wandatown, KY 51701",2022-09-09,2025-09-08,Q3-2025,steven99,EMP8943,Sandra Abbott,Contract,CC101,Operations,Replacement,2023-09-04,Y,Y,Sell knowledge majority beyond.,3.0,,,,2025-09
230.0,ThinkPad T14,HP,15 inch,ST1585,9676716803580.0,PO658702,2026-05-30,25.0,CC101,admin3,Hyderabad,Returned,"351 Stephanie Unions, Jessicahaven, NY 44811",2023-05-31,2026-05-30,Q2-2026,rogersshawn,EMP5960,Linda Perry,Full Time,CC103,HR,Loner,2023-11-10,Y,Y,Subject his service TV case.,11.0,,,,2026-05
231.0,MacBook Pro,Dell,14 inch,ST8442,2456994868047.0,PO256348,2026-10-30,20.0,CC103,admin3,Mumbai,Active,"09313 Morales Hills Suite 328, Matthewland, TX 46981",2023-10-31,2026-10-30,Q4-2026,allenbrianna,EMP5435,Carrie Hall,Contract,CC102,Operations,Loner,2026-05-07,Y,N,Job energy page well difficult.,16.0,,,,2026-10
232.0,Latitude 5410,Dell,15 inch,ST5071,8470042576115.0,PO505285,2026-02-11,28.0,CC102,admin3,Bangalore,Assigned,"114 Thomas Street, South Katiehaven, MA 21897",2023-02-12,2026-02-11,Q1-2026,matthew85,EMP2205,Kristi Sexton,Intern,CC101,Operations,Loner,2024-12-06,N,N,Marriage information administration worry general player own past.,8.0,,,,2026-02
233.0,ThinkPad T14,Lenovo,17 inch,ST9468,2348842216035.0,PO690174,2025-06-24,36.0,CC101,admin2,Hyderabad,Expired,"96516 Pierce Underpass Apt. 778, Stephaniefort, AR 64526",2022-06-25,2025-06-24,Q2-2025,kevin38,EMP3758,Richard Mcguire,Intern,CC103,IT,Loner,2024-09-04,N,Y,Want garden and west apply.,0.0,,,,2025-06
234.0,EliteBook 840,Dell,15 inch,ST1175,1901497810303.0,PO164890,2027-03-11,15.0,CC103,admin3,Delhi,Active,"372 Gallagher Mill, West Erin, NH 92388",2024-03-11,2027-03-11,Q1-2027,obonilla,EMP2934,Amber Adams,Intern,CC104,IT,Loner,2026-02-19,Y,Y,Sea national rate scientist may director various.,21.0,,,,2027-03
235.0,MacBook Pro,Dell,13 inch,ST6332,9361668460201.0,PO236293,2027-01-22,17.0,CC102,admin3,Mumbai,Active,"Unit 1557 Box 3513, DPO AA 81990",2024-01-23,2027-01-22,Q1-2027,samantha59,EMP5549,Lisa Adams,Full Time,CC101,HR,New Hire,2026-05-07,Y,Y,Second produce just anyone church.,19.0,,,,2027-01
236.0,Latitude 5410,Dell,16 inch,ST6299,3860386847425.0,PO576323,2025-09-17,33.0,CC104,admin3,Bangalore,Expired,"79938 Simpson Glen, Michellefort, KY 86828",2022-09-18,2025-09-17,Q3-2025,kevinolsen,EMP1372,Nicholas Martin,Intern,CC104,Operations,Loner,2025-02-15,N,Y,Democrat operation leg me protect.,3.0,,,,2025-09
237.0,ThinkPad T14,Apple,16 inch,ST2426,2582767450697.0,PO994014,2026-11-21,19.0,CC101,admin1,Delhi,Active,"3832 Jackson Avenue Apt. 833, Patrickhaven, MD 18626",2023-11-22,2026-11-21,Q4-2026,reyesderrick,EMP8731,Kristen Shepard,Full Time,CC104,HR,Replacement,2024-05-16,N,N,Up light indicate recognize itself.,17.0,,,,2026-11
238.0,EliteBook 840,Lenovo,15 inch,ST7232,5929835179222.0,PO936180,2025-08-13,34.0,CC104,admin1,Bangalore,Returned,"5423 Adams Freeway, Stevenview, OK 98337",2022-08-14,2025-08-13,Q3-2025,ithomas,EMP3262,Ryan Figueroa,Contract,CC104,IT,Replacement,2023-04-30,N,Y,Century join skill major fund.,2.0,,,,2025-08
239.0,Latitude 5410,HP,14 inch,ST8931,6011317569771.0,PO220769,2027-05-31,13.0,CC103,admin1,Bangalore,Active,"76346 Rachel Springs, Rodriguezton, IN 08189",2024-05-31,2027-05-31,Q2-2027,powellsonya,EMP8545,Kristen Lynch,Intern,CC103,Finance,New Hire,2024-09-18,N,Y,Clearly level save some suddenly list sort receive.,23.0,,,,2027-05
240.0,EliteBook 840,Apple,13 inch,ST2993,1744493997353.0,PO764765,2026-11-29,19.0,CC101,admin3,Delhi,Returned,"PSC 4282, Box 5103, APO AA 62006",2023-11-30,2026-11-29,Q4-2026,rachelhall,EMP2690,Angelica Grimes,Intern,CC101,HR,Replacement,2025-02-02,N,N,Trial organization increase college push table one.,17.0,,,,2026-11
241.0,EliteBook 840,Apple,16 inch,ST6566,3814425653546.0,PO346659,2026-05-19,25.0,CC102,admin2,Mumbai,Active,"Unit 7423 Box 6929, DPO AP 28562",2023-05-20,2026-05-19,Q2-2026,billwilson,EMP7155,Kristin Mercado,Intern,CC103,IT,Loner,2025-07-29,Y,N,Trip start movement perhaps.,11.0,,,,2026-05
242.0,MacBook Pro,Dell,15 inch,ST1271,1520540900404.0,PO265421,2026-12-12,18.0,CC101,admin1,Mumbai,Expired,"2191 Galvan Forks Suite 620, Tracymouth, MD 05329",2023-12-13,2026-12-12,Q4-2026,lmartin,EMP5019,David Velasquez,Full Time,CC104,Finance,Loner,2024-08-31,Y,N,Yet international hard response successful member.,18.0,,,,2026-12
243.0,Latitude 5410,Apple,17 inch,ST3491,6419916521730.0,PO180026,2026-08-28,22.0,CC101,admin2,Delhi,Assigned,"0357 Phillip Mountain Apt. 382, New Nathan, DC 23194",2023-08-29,2026-08-28,Q3-2026,simpsonpatricia,EMP7148,Chad Whitaker,Intern,CC101,IT,Replacement,2025-07-30,N,N,Speech option buy meet.,14.0,,,,2026-08
244.0,Latitude 5410,Lenovo,15 inch,ST5697,3899974531422.0,PO738663,2026-06-07,24.0,CC104,admin2,Mumbai,Expired,"3376 James Neck Suite 241, Lake Chase, DC 66685",2023-06-08,2026-06-07,Q2-2026,vharris,EMP8077,Roger Long,Full Time,CC103,Operations,Replacement,2025-04-15,N,Y,Majority green mother hand.,12.0,,,,2026-06
245.0,MacBook Pro,HP,17 inch,ST5562,1269392230498.0,PO996074,2026-06-10,24.0,CC102,admin3,Mumbai,Active,"8511 James Pine, South Andrea, SD 50203",2023-06-11,2026-06-10,Q2-2026,kingglenn,EMP9257,Cassandra Powers,Full Time,CC104,Finance,Replacement,2024-10-11,Y,N,Blue white seven once protect want.,12.0,,,,2026-06
246.0,MacBook Pro,Lenovo,16 inch,ST1085,1893033072224.0,PO861949,2025-10-09,32.0,CC101,admin1,Bangalore,Active,"59192 Erik Mission, North Daniel, NJ 20693",2022-10-10,2025-10-09,Q4-2025,petersenbeth,EMP7370,Taylor Murphy,Full Time,CC101,Operations,Loner,2023-09-23,N,Y,Camera those your deep western beat.,4.0,,,,2025-10
247.0,MacBook Pro,HP,17 inch,ST9139,7221270356243.0,PO704040,2026-08-20,22.0,CC103,admin1,Delhi,Expired,"2904 Kristen Path Suite 022, North Michaelport, NE 07624",2023-08-21,2026-08-20,Q3-2026,lauren50,EMP8695,Cheryl Austin,Contract,CC102,Finance,Loner,2026-05-05,Y,N,Eye mind improve.,14.0,,,,2026-08
248.0,Latitude 5410,HP,14 inch,ST4134,2711862145546.0,PO731185,2026-03-16,27.0,CC103,admin1,Hyderabad,Returned,"17357 Corey Park, New Lisachester, CA 66440",2023-03-17,2026-03-16,Q1-2026,qroman,EMP5027,Elizabeth King,Contract,CC102,HR,Loner,2025-09-26,N,N,Develop can notice section ball mouth.,9.0,,,,2026-03
249.0,Latitude 5410,Lenovo,17 inch,ST9904,6459937248902.0,PO553957,2026-01-20,29.0,CC104,admin3,Mumbai,Active,"0528 Evans Loop Suite 305, Vanghaven, MN 88014",2023-01-21,2026-01-20,Q1-2026,becky21,EMP9565,Isaiah Ortiz,Intern,CC101,IT,New Hire,2025-12-21,N,Y,Often partner former dream thousand care.,7.0,,,,2026-01
250.0,ThinkPad T14,HP,16 inch,ST9803,3291564003492.0,PO359879,2025-10-03,32.0,CC103,admin1,Hyderabad,Expired,"82872 Stone Club Apt. 804, Karenfort, WA 58576",2022-10-04,2025-10-03,Q4-2025,ngilbert,EMP3932,Ashley Allison,Contract,CC104,IT,New Hire,2025-09-27,N,N,Eight shake only million show cup.,4.0,,,,2025-10
251.0,Latitude 5410,Apple,17 inch,ST1319,4076330955552.0,PO188035,2026-10-20,20.0,CC101,admin2,Bangalore,Active,"35087 Ramsey View Suite 451, South Amyfurt, AK 32558",2023-10-21,2026-10-20,Q4-2026,sean63,EMP8959,Edwin Ortiz,Full Time,CC101,HR,Loner,2026-02-20,Y,N,Theory not hour reveal everyone.,16.0,,,,2026-10
252.0,EliteBook 840,Dell,13 inch,ST9285,712293571937.0,PO784095,2027-01-05,17.0,CC103,admin1,Mumbai,Returned,"198 Jefferson Keys, Lake Troytown, VA 22050",2024-01-06,2027-01-05,Q1-2027,dustincrawford,EMP8696,Sierra Powell,Full Time,CC102,Finance,Loner,2026-08-31,Y,N,Less father indeed generation.,19.0,,,,2027-01
253.0,ThinkPad T14,Dell,16 inch,ST2011,3839848574995.0,PO459850,2025-10-21,32.0,CC103,admin3,Delhi,Expired,"Unit 5673 Box 7475, DPO AP 31773",2022-10-22,2025-10-21,Q4-2025,thompsontara,EMP1093,Deborah Mitchell,Full Time,CC101,HR,New Hire,2025-03-15,Y,N,Spend help dog record reveal hope market think.,4.0,,,,2025-10
254.0,ThinkPad T14,Apple,15 inch,ST8605,8381789133700.0,PO722694,2026-06-15,24.0,CC102,admin2,Mumbai,Expired,"44615 Benjamin Summit Apt. 819, South Calvin, OR 52587",2023-06-16,2026-06-15,Q2-2026,vwallace,EMP9667,Donna Martinez,Full Time,CC102,Operations,Replacement,2024-04-26,N,Y,Pay care mission garden mention realize over.,12.0,,,,2026-06
255.0,MacBook Pro,Lenovo,17 inch,ST5358,2179151872304.0,PO262383,2025-10-02,32.0,CC104,admin3,Bangalore,Returned,"99287 Pham Meadow Apt. 248, Taylorhaven, HI 55768",2022-10-03,2025-10-02,Q4-2025,maxwellsteven,EMP4187,Rachel Jones,Intern,CC104,Finance,Replacement,2023-10-29,N,N,Vote south ever stuff meet admit like.,4.0,,,,2025-10
256.0,Latitude 5410,HP,17 inch,ST9753,2126927310607.0,PO894912,2027-04-08,14.0,CC104,admin2,Hyderabad,Active,"79203 White Trafficway Apt. 709, Torrestown, OR 33025",2024-04-08,2027-04-08,Q2-2027,cunninghambrenda,EMP3407,Timothy Andersen,Contract,CC101,IT,New Hire,2024-06-11,Y,N,Lay since teacher relate turn.,22.0,,,,2027-04
257.0,Latitude 5410,HP,15 inch,ST3559,2366601319483.0,PO156489,2026-09-10,21.0,CC104,admin2,Hyderabad,Active,"Unit 1119 Box 0476, DPO AA 94585",2023-09-11,2026-09-10,Q3-2026,jessegarcia,EMP5323,Sara Byrd,Intern,CC102,Operations,New Hire,2024-01-28,Y,Y,Child reason could five child.,15.0,,,,2026-09
258.0,Latitude 5410,Lenovo,14 inch,ST2065,3410803765667.0,PO461317,2025-11-27,31.0,CC103,admin3,Mumbai,Expired,"5034 Leonard Plain Suite 106, Dominguezshire, RI 51061",2022-11-28,2025-11-27,Q4-2025,pjohnson,EMP6704,Steven Melendez,Contract,CC102,HR,Replacement,2025-09-21,N,Y,Lose small newspaper middle audience fire control.,5.0,,,,2025-11
259.0,MacBook Pro,Lenovo,13 inch,ST2354,5235321739581.0,PO141250,2026-12-18,18.0,CC104,admin3,Mumbai,Assigned,"087 Marisa Extensions Apt. 553, North Robert, CT 11801",2023-12-19,2026-12-18,Q4-2026,smontgomery,EMP9767,Nicholas Scott,Full Time,CC104,IT,Loner,2024-01-21,Y,Y,Season present them.,18.0,,,,2026-12
260.0,EliteBook 840,HP,15 inch,ST2213,7169457224902.0,PO195542,2026-12-10,18.0,CC103,admin3,Mumbai,Returned,"57767 Weber Ford Apt. 598, Donnaview, MS 38908",2023-12-11,2026-12-10,Q4-2026,leslie63,EMP8671,Tracie Jones,Contract,CC102,Finance,Replacement,2024-12-18,N,Y,Structure respond opportunity.,18.0,,,,2026-12
261.0,ThinkPad T14,HP,13 inch,ST1025,7044265506702.0,PO405703,2026-11-18,19.0,CC104,admin3,Delhi,Assigned,"36447 Bennett Branch, Rossfort, WA 58209",2023-11-19,2026-11-18,Q4-2026,yfranklin,EMP9404,Curtis Nicholson,Intern,CC101,Operations,Replacement,2025-05-19,N,N,Option her police its play sit ready.,17.0,,,,2026-11
262.0,Latitude 5410,Lenovo,16 inch,ST3559,8672429851826.0,PO774608,2025-09-02,33.0,CC104,admin1,Bangalore,Assigned,"Unit 1028 Box 6526, DPO AE 92438",2022-09-03,2025-09-02,Q3-2025,bmorales,EMP2031,Kevin Leon,Contract,CC103,Operations,New Hire,2023-12-07,N,Y,Enough whole side within produce history news.,3.0,,,,2025-09
263.0,Latitude 5410,HP,15 inch,ST8551,1346345390239.0,PO216167,2026-03-20,27.0,CC102,admin3,Hyderabad,Expired,"3026 Sandra Creek Apt. 761, South Jonathan, RI 17032",2023-03-21,2026-03-20,Q1-2026,lopezbeth,EMP4893,Devon Wallace,Full Time,CC103,Operations,Replacement,2026-03-19,N,N,More price least impact growth take.,9.0,,,,2026-03
264.0,ThinkPad T14,Apple,17 inch,ST6238,2455057011.0,PO502463,2025-08-07,34.0,CC101,admin1,Delhi,Expired,"207 Megan Road Suite 537, Phillipsfurt, SC 27806",2022-08-08,2025-08-07,Q3-2025,rita67,EMP1321,Stephanie Adams,Contract,CC103,Finance,New Hire,2023-07-03,Y,N,Seat each last their it.,2.0,,,,2025-08
265.0,EliteBook 840,HP,14 inch,ST5574,9634627201826.0,PO599159,2027-05-27,13.0,CC101,admin1,Delhi,Active,"63938 Mendez Fords, North Shelbyville, AL 87249",2024-05-27,2027-05-27,Q2-2027,kimberly66,EMP9063,Cameron Munoz,Full Time,CC104,Finance,Replacement,2027-03-05,Y,Y,Degree human few.,23.0,,,,2027-05
266.0,Latitude 5410,HP,17 inch,ST1785,8238068104022.0,PO725003,2026-06-08,24.0,CC103,admin3,Mumbai,Returned,"034 Cox Mountains, Erinton, DE 02077",2023-06-09,2026-06-08,Q2-2026,ofrench,EMP3709,Michael Clark,Contract,CC103,IT,Replacement,2024-04-02,Y,N,Recent moment clearly send education kitchen.,12.0,,,,2026-06
267.0,Latitude 5410,Lenovo,17 inch,ST8270,6001307886629.0,PO804656,2027-03-04,15.0,CC103,admin3,Bangalore,Returned,"9265 Susan Centers Apt. 314, Mackland, NE 17196",2024-03-04,2027-03-04,Q1-2027,josephmitchell,EMP4692,Michael Holland,Intern,CC104,IT,Loner,2026-09-24,Y,N,Others month admit she say kid brother mission.,21.0,,,,2027-03
268.0,ThinkPad T14,Dell,16 inch,ST6240,2050474033132.0,PO602779,2025-12-04,30.0,CC102,admin1,Mumbai,Expired,"84247 Jessica Gateway Suite 099, West Barbaraberg, NE 80811",2022-12-05,2025-12-04,Q4-2025,wileytyler,EMP8310,Jacob Richards,Full Time,CC102,Finance,Replacement,2023-08-05,Y,Y,Civil difference analysis popular size question.,6.0,,,,2025-12
269.0,Latitude 5410,Lenovo,16 inch,ST9557,714144905373.0,PO854863,2027-05-09,13.0,CC101,admin3,Delhi,Expired,"62370 Samantha Inlet, Thomasfort, OH 78250",2024-05-09,2027-05-09,Q2-2027,sparker,EMP3416,Anthony Jones,Full Time,CC101,Operations,Replacement,2024-12-28,Y,N,Yourself my see summer.,23.0,,,,2027-05
270.0,Latitude 5410,Dell,14 inch,ST7424,9305169521436.0,PO504026,2026-04-11,26.0,CC103,admin1,Mumbai,Expired,"33101 Molly Cape, East Charlesstad, OK 85845",2023-04-12,2026-04-11,Q2-2026,jordanlarry,EMP3541,Donna Brooks,Intern,CC104,Finance,Loner,2023-10-29,N,N,Whatever foot ten off.,10.0,,,,2026-04
271.0,ThinkPad T14,Dell,14 inch,ST6628,4779325584620.0,PO269030,2027-04-30,14.0,CC101,admin2,Mumbai,Expired,"4722 David Gateway, East Katherinefort, NY 12503",2024-04-30,2027-04-30,Q2-2027,donovanlauren,EMP8457,Patricia Moore,Full Time,CC104,IT,Loner,2025-01-29,N,N,Such write raise game artist.,22.0,,,,2027-04
272.0,MacBook Pro,Apple,14 inch,ST4474,1751086339209.0,PO497676,2026-12-24,18.0,CC102,admin1,Bangalore,Returned,"20531 Sawyer Drives, North Vanessa, DC 62888",2023-12-25,2026-12-24,Q4-2026,bmiller,EMP4120,Andrew Richard,Intern,CC104,HR,Loner,2025-03-22,N,Y,Compare attention tree win since.,18.0,,,,2026-12
273.0,Latitude 5410,Apple,17 inch,ST8182,3417453852273.0,PO383999,2026-02-22,28.0,CC101,admin2,Mumbai,Expired,"2929 Joshua Glen Suite 315, Reedhaven, DE 01940",2023-02-23,2026-02-22,Q1-2026,bwillis,EMP2287,Jennifer Wang,Intern,CC101,IT,New Hire,2025-11-26,Y,N,Daughter girl hard social student all morning.,8.0,,,,2026-02
274.0,Latitude 5410,Lenovo,15 inch,ST9990,7642058967787.0,PO521771,2026-09-13,21.0,CC101,admin3,Delhi,Active,"87138 Combs Lakes Apt. 901, Kerrymouth, WV 20694",2023-09-14,2026-09-13,Q3-2026,andre05,EMP1373,Lisa Beck,Contract,CC101,Finance,Replacement,2025-01-03,N,Y,Mouth choose kind rise.,15.0,,,,2026-09
275.0,Latitude 5410,Apple,15 inch,ST6053,7201529310608.0,PO289322,2025-11-01,31.0,CC103,admin1,Mumbai,Returned,"951 Jeffrey Forges Suite 274, Matthewburgh, MS 34280",2022-11-02,2025-11-01,Q4-2025,casey16,EMP3917,Diane Sanchez,Intern,CC101,Finance,Replacement,2024-03-31,N,Y,Prevent material value.,5.0,,,,2025-11
276.0,Latitude 5410,Dell,14 inch,ST5780,4204804163947.0,PO867790,2026-03-02,27.0,CC104,admin3,Hyderabad,Active,"0854 Stephen Stream Suite 245, Craigbury, MI 62130",2023-03-03,2026-03-02,Q1-2026,samanthasmith,EMP1192,Mark Campbell,Intern,CC104,Operations,New Hire,2023-03-25,N,Y,Owner bank wind her able.,9.0,,,,2026-03
277.0,ThinkPad T14,Lenovo,15 inch,ST8038,6983726147614.0,PO564383,2027-04-17,14.0,CC104,admin2,Hyderabad,Active,"6847 Hunt Forest, Jillianton, IN 66416",2024-04-17,2027-04-17,Q2-2027,harringtonkayla,EMP3426,Andrea Mcneil,Full Time,CC104,Operations,Loner,2025-09-19,N,Y,Outside manager above large meet.,22.0,,,,2027-04
278.0,EliteBook 840,HP,13 inch,ST1093,3643699090470.0,PO307206,2026-12-09,18.0,CC103,admin2,Delhi,Assigned,"66115 Amanda Falls, Coryville, NE 08032",2023-12-10,2026-12-09,Q4-2026,qking,EMP6845,Elizabeth Harvey,Contract,CC101,Operations,New Hire,2025-01-13,Y,N,Close learn position our mission different need.,18.0,,,,2026-12
279.0,ThinkPad T14,Lenovo,13 inch,ST2964,7957874511923.0,PO113008,2026-09-22,21.0,CC103,admin2,Bangalore,Assigned,"5270 Anna Ridge, Port Melissa, MN 46784",2023-09-23,2026-09-22,Q3-2026,sharpstephen,EMP4034,Stephanie Bird,Contract,CC104,Operations,Loner,2024-06-16,Y,N,Daughter mean war.,15.0,,,,2026-09
280.0,EliteBook 840,Apple,17 inch,ST6735,1006106126476.0,PO554786,2027-01-04,17.0,CC104,admin3,Mumbai,Returned,"093 David Motorway Suite 455, New Craig, AR 32885",2024-01-05,2027-01-04,Q1-2027,rhill,EMP6682,Julia Castaneda,Contract,CC104,Operations,Replacement,2024-11-11,N,N,Partner speak hour benefit.,19.0,,,,2027-01
281.0,Latitude 5410,HP,16 inch,ST2002,3569706226680.0,PO326464,2027-02-05,16.0,CC103,admin3,Bangalore,Returned,"9301 Russell Route Suite 873, Simsfort, SD 10500",2024-02-06,2027-02-05,Q1-2027,jay57,EMP2676,Stephanie Harris,Intern,CC103,Operations,Loner,2026-12-14,Y,Y,Election life finish more.,20.0,,,,2027-02
282.0,MacBook Pro,Lenovo,17 inch,ST7464,3996561986037.0,PO850884,2025-08-21,34.0,CC104,admin3,Hyderabad,Returned,"2657 Susan Centers, Davismouth, KS 24857",2022-08-22,2025-08-21,Q3-2025,bharris,EMP9614,Samantha Thomas,Intern,CC102,Operations,Replacement,2022-09-26,N,N,Method career here hear attention.,2.0,,,,2025-08
283.0,ThinkPad T14,Dell,14 inch,ST9708,1126731241716.0,PO153144,2027-05-30,13.0,CC104,admin3,Delhi,Returned,"900 Hall Centers Apt. 942, Richardview, SC 04650",2024-05-30,2027-05-30,Q2-2027,wvilla,EMP9612,Taylor Williams,Contract,CC101,Finance,Loner,2025-06-03,N,N,Order project contain bed nothing.,23.0,,,,2027-05
284.0,EliteBook 840,HP,13 inch,ST6597,8133665400471.0,PO668515,2026-05-21,25.0,CC101,admin2,Delhi,Returned,"777 Randy Trail, Lopezside, ND 62884",2023-05-22,2026-05-21,Q2-2026,hallraymond,EMP4156,Carl Wilson,Full Time,CC103,Operations,Loner,2023-11-24,N,N,Accept instead home high investment speech occur back.,11.0,,,,2026-05
285.0,EliteBook 840,Lenovo,16 inch,ST5879,9869077770541.0,PO831926,2026-04-26,26.0,CC104,admin1,Bangalore,Returned,"Unit 2317 Box 7474, DPO AA 96465",2023-04-27,2026-04-26,Q2-2026,codypittman,EMP8486,Neil Rivera,Full Time,CC103,IT,Loner,2025-06-13,N,Y,Grow those suddenly any lead wall before.,10.0,,,,2026-04
286.0,Latitude 5410,Dell,13 inch,ST5301,1743595845746.0,PO160826,2026-05-10,25.0,CC102,admin3,Mumbai,Active,"46397 Tricia River Suite 867, Seanside, NV 79178",2023-05-11,2026-05-10,Q2-2026,nalexander,EMP4301,Keith Curry,Full Time,CC102,IT,Replacement,2024-10-15,N,N,Bar career water Democrat half man.,11.0,,,,2026-05
287.0,Latitude 5410,Lenovo,13 inch,ST6175,2655055808323.0,PO473107,2027-02-10,16.0,CC103,admin1,Mumbai,Expired,"66495 Joseph Walks Suite 614, Martinezfort, MN 72823",2024-02-11,2027-02-10,Q1-2027,jonathan76,EMP6453,William Pena,Contract,CC104,IT,Replacement,2026-09-06,Y,N,Future hand home those talk author window.,20.0,,,,2027-02
288.0,EliteBook 840,Lenovo,15 inch,ST6223,7741678559638.0,PO600641,2026-11-06,19.0,CC103,admin2,Hyderabad,Assigned,"2534 Gomez Manors, Robertton, IL 94475",2023-11-07,2026-11-06,Q4-2026,smithlisa,EMP3351,Stephanie Holmes,Full Time,CC103,IT,New Hire,2024-04-09,Y,Y,Fact agent relate.,17.0,,,,2026-11
289.0,ThinkPad T14,Apple,17 inch,ST1155,8632963213474.0,PO759502,2025-12-03,30.0,CC104,admin1,Hyderabad,Assigned,"257 Taylor Brooks Apt. 644, Owenston, WA 54164",2022-12-04,2025-12-03,Q4-2025,stephen00,EMP9058,Margaret Lane,Intern,CC102,Operations,Loner,2025-06-23,Y,Y,Become Mrs meeting relate clear benefit.,6.0,,,,2025-12
290.0,Latitude 5410,HP,16 inch,ST1500,742206690769.0,PO185911,2026-10-31,19.0,CC103,admin3,Hyderabad,Expired,"331 Stephanie Rapid, Melissashire, RI 66075",2023-11-01,2026-10-31,Q4-2026,mwalsh,EMP8557,Kenneth Sullivan,Intern,CC103,Finance,New Hire,2025-08-10,N,Y,Trial improve watch issue whatever bar.,17.0,,,,2026-10
291.0,ThinkPad T14,Dell,16 inch,ST2061,9377410028544.0,PO709580,2027-05-23,13.0,CC101,admin2,Hyderabad,Active,"1036 Kent Mountain, Port Sophiaberg, MN 20156",2024-05-23,2027-05-23,Q2-2027,christopher01,EMP6686,James Moore,Contract,CC102,Operations,Loner,2026-02-14,N,Y,Gun eat court available.,23.0,,,,2027-05
292.0,EliteBook 840,Dell,14 inch,ST8652,3752774315213.0,PO386266,2026-07-23,23.0,CC103,admin1,Delhi,Active,"809 Laura Harbor Apt. 574, North Erik, NE 87800",2023-07-24,2026-07-23,Q3-2026,pamelaaguirre,EMP3487,Lawrence Palmer,Intern,CC102,Operations,Loner,2025-09-10,N,Y,Hotel another onto water weight energy focus.,13.0,,,,2026-07
293.0,EliteBook 840,Dell,16 inch,ST1148,3853605446585.0,PO734647,2027-03-05,15.0,CC101,admin3,Delhi,Assigned,"0213 Ryan Ramp Suite 872, Lake Brent, TN 78552",2024-03-05,2027-03-05,Q1-2027,elizabethgonzalez,EMP7965,Terry Terry,Full Time,CC104,Finance,Loner,2026-02-01,N,N,Surface field box thousand reflect may language.,21.0,,,,2027-03
294.0,Latitude 5410,HP,17 inch,ST7116,1613505535435.0,PO306662,2026-08-16,22.0,CC101,admin1,Hyderabad,Expired,"9014 Curtis Lights, East Nathanfurt, MA 09431",2023-08-17,2026-08-16,Q3-2026,yatesdebra,EMP9235,Samantha Chang,Contract,CC102,Operations,Replacement,2025-12-15,N,N,Respond through do fight.,14.0,,,,2026-08
